sentences,label,quality
万物互联星云平台本行通过星云物联计划将卫星技术应用至偏远地区特别是涉农企业直接掌握供应链末端客户的真实生产能力从而构建智慧农业新型供应链融资模式助力涉农企业走出融资难融资贵的困境,农村帮扶,定性文本
案例星云物联计划为偏远地区涉农实体注入金融活水本行依托星云物联网技术在新疆阿勒泰地区创新开展活体奶牛抵押贷款通过牛只耳标AI摄像头无人机等对抵押物奶牛体温重量等活体指标进行动态监控指标同步34上传智慧风控平台保障抵押物估值以此为依据为偏远地区农牧场提供信贷支持并依托物联网协助开展贷后管理,农村帮扶,定性文本
4.数字技术服务乡村对金融服务不足群体本行打造多种县域农村版数字化产品将服务延伸至偏远地区,农村帮扶,定性文本
本行开发数字村金融服务平台小程序设置便民服务模块为偏远地区客户提供电费缴纳手机充值宽带缴费教育缴费惠农贷款投资理财等一系列金融服务,农村帮扶,定性文本
数字村小程序本行还面向特定县域打造数字乡村应用程序配套县域实际情况提供特色服务,农村帮扶,定性文本
2022年本行与黑龙江某县达成合作协议推广落地平安数字乡村合作方案为政府金融智慧农业消费帮扶产品推广乡村文旅招商引资等方面提供综合服务,农村帮扶,定性文本
此外本行推广农村集体三资资源资产资金管理平台帮助农村集体实现三资全生命周期管理为实现智慧村级实务管理便捷高效公共服务提供强有力支撑,农村帮扶,定性文本
2022年本行在重庆市金刀峡镇落地首个农村集体三资管理平台合作点带动该镇辖下3511个行政村开立重庆市农村土地交易资金专用账户为广大村集体经济组织提供便利的支付结算服务,农村帮扶,定量文本
5.普惠新市民随着我国工业化城镇化和农业现代化进程的深入推进数以亿计农村人口通过就业就学等方式转入城镇融入当地成为新市民,促进就业,定性文本
案例微e贷支农惠企不等待某集团为国内农牧行业龙头拥有饲料养殖屠宰加工全产业链上下游客户群体庞大但围绕核心企业上下游产业链末端的养殖户和饲料经销商的信贷支持长期无法破局,农村帮扶,定性文本
青岛分行针对其整合产业链优化经营生态的需求围绕经销商及养殖户经营场景优化微e贷业务模式实现从进件到审批放款的全线上操作极大满足了客户需求,客户与消费者,定性文本
截至2022年末该项目已累计惠及小微三农客户100余户授信金额1.1亿元累计提款1.15亿元,农村帮扶,定量文本
37三乡村振兴惠泽三农本行贯彻落实国家全面推进乡村振兴加快农业农村现代化相关战略部署以高质量的金融服务联动多方力量夯实现代化农业农村根基,农村帮扶,定性文本
1.强化乡村振兴组织领导本行制定乡村振兴金融三年20232025年发展规划努力拓展延伸乡村振兴421服务模式通过融资融智品牌和科技四大赋能推动综合金融与三农场景结合打造在政府指导下集农户农企银行保险农研院所于一体的产业振兴共建平台,农村帮扶,定性文本
2022年本行投放产业扶贫和乡村振兴支持资金330.78亿元累计投放692.54亿元累计帮扶人数超103万,农村帮扶,定量文本
本行涉农贷款余额为1060.08亿元较上年末增长7.1,农村帮扶,定量文本
2.惠农产品激发乡村活力本行构建了服务于大中型企业小微企业和农户的一体化涉农贷款体系,农村帮扶,定性文本
针对大中型企业本行持续关注国计民生重点领域积极响应国家粮食安全战略向北大荒集团发放10亿元乡村振兴贷款专款用于下属农场农户及粮食经销商的农产品采购工作提升农业农村粮食流转,农村帮扶,定量文本
北大荒七星农场万亩稻田为充分激发小微企业与农户活力本行针对涉农个体小微企业贷款门槛高贷款难等痛点推出平安惠农贷微e贷产品差异化授信政策降低贷款准入和审批门槛围绕海水养殖鲩鱼养殖等多个涉农核心企业上下游或地方特色产业定制场景提供专项优惠利率为小微企业与农户送去及时雨,农村帮扶,定性文本
38平安惠农贷案例专项授信方案助力振兴中国脆肉鲩之乡中山市小榄镇是中国最大的脆肉鲩养殖专业镇,农村帮扶,定性文本
脆肉鲩养殖户主要为当地农户普遍存在经营数据管理不规范流水提供困难缺少商品房资产证明线上融资渠道接受度低等融资难点很多养殖户为周转资金只能低价出售还未长成的脆肉鲩,农村帮扶,定性文本
39平安惠农贷海水养殖户考察本行全面推动乡村振兴借记卡发放该卡片配套多项涉农优惠与权益如专属农村人身意外伤害保险724小时在线问诊服务等降低农民就医成本,农村帮扶,定性文本
2022年本行乡村振兴借记卡发卡90439张累计发卡113930张,农村帮扶,定量文本
乡村振兴卡发行一周年突破10万张3.多方合作兴村惠农本行联合多方力量构建服务合力为农村产业发展增添动力,农村帮扶,定量文本
本行积极探寻政府合作契机持续深化与中国芒果之乡广西百色的乡村振兴战略合作共建国家芒果种质资源圃基地赋能百色芒果全产业链,农村帮扶,定性文本
同时本行全力服务政府金融业务凭借成熟的乡村金融产品和专业化服务能力落地首单乡村振兴政府引导基金托管资格总规模100亿元,农村帮扶,定量文本
2022年12月本行凭借多年来在金融支持脱贫攻坚和乡村振兴方面的工作成效入围深交所国证社会帮扶100指数样本股,农村帮扶,定量文本
平安银行董事长谢永林在广西百色调研基地产业帮扶情况40六提升客户体验本行不断提升客户服务质量完善金融消费者保护机制加强数字化安全运营为客户提供更优质的产品和更便利的服务让客户拥有更暖心的服务体验,客户与消费者,定性文本
一提升客户服务能力本行坚持以客户为中心和体验至上的服务理念升级客户服务体系加强客户服务能力建设,客户与消费者,定性文本
2022年本行客服NPS86.5网点NPS94.2较2021年分别提升0.82.0,客户与消费者,定量文本
1.升级网点服务本行在标准化网点建设基础上从便民利民角度着手结合自身发展定位及周边客户特点在网点建设上采用差异化方式积极探索特色化多元化网点经营模式,客户与消费者,定性文本
东莞厚街支行在厅堂添置消费者权益保护专区增设饮水区阅读区儿童活动区等便民设施营造安全化便民化人性化的服务氛围,客户与消费者,定性文本
泉州丰泽支行网点设立咨询引导区现金柜台区智能服务区公众教育区自助式水吧等功能区域打造更懂客户的金融服务,客户与消费者,定性文本
昆明分行网点上线橙宝贝金融俱乐部以社区网点为阵地让金融服务与财商教育相聚让社区网点与亲子生活相聚为广大亲子家庭提供更专业的财商知识更丰富的亲子金融生活服务,公益和志愿服务,定性文本
成都29家支行网点实现智能化升级客户可通过高德地图平安银行云店小程序等实时查看网点排队情况预约业务办理等实现无等候的一站式业务办理服务,客户与消费者,定性文本
41东莞厚街支行网点泉州丰泽支行网点2.完善数字服务能力本行致力推动传统业务办理向轻型化线上化集中化智能化方向发展打造更舒心的金融服务体验,客户与消费者,定性文本
升级发布全新的平安口袋银行App6.0优化空中柜台功能引入OCR识别联网核查音视频人脸识别等多项科技手段客户可选择线上全自助办理线上自助视频审核及线上预处理线下敏捷审核,客户与消费者,定性文本
